Title,PDF Link
Australian Securities Exchange,https://www2.asx.com.au/content/dam/asx/about/media-releases/2021/25-19-aug-asx-limited-2021-appendix-4e-and-annual-report.pdf
Australian Securities Exchange,https://www.asx.com.au/documents/asx-compliance/cgc-principles-and-recommendations-3rd-edn.pdf
Australian Securities Exchange,https://www.asx.com.au/documents/asx-compliance/acsi-fsc-esg-reporting-guide-final-2015.pdf
Australian Securities Exchange,https://www.asx.com.au/documents/investor-relations/asx-annual-report-2016.pdf
Bahrain Bourse,https://sseinitiative.org//wp-content/uploads/2019/11/Bahrain-BahrainBourse.pdf
Bahrain Bourse,https://bahrainbourse.com/resources/files/Sustainability/BHB_SustainabilityReport_2021_EN.pdf
Bahrain Bourse,https://bahrainbourse.com/resources/files/Sustainability/sustainability%20report_2020_en.pdf
Bahrain Bourse,https://www.bahrainbourse.com/resources/files/Sustainability/Sustainability%20Report%20EN.pdf
Bahrain Bourse,https://www.bahrainbourse.com/resources/files/Sustainability/ESG_Guide_2%20Jan%202023.pdf
Dhaka Stock Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/Bangladesh-Dhaka-Stock-Exchange.pdf
Dhaka Stock Exchange,https://www.dsebd.org/pdf/DSE%20GRI%20Guidance%20Document%20Final.pdf
Dhaka Stock Exchange,https://www.dsebd.org/pdf/20-05-2018.pdf
Dhaka Stock Exchange,https://www.dsebd.org/pdf/01aug18.pdf
Euronext Brussels,https://sseinitiative.org/wp-content/uploads/2019/10/Belgium-Euronext-Brussels.pdf
Euronext Brussels,https://sseinitiative.org/wp-content/uploads/EUR_2022_URD_MEL-2.pdf
Euronext Brussels,https://www.europarl.europa.eu/RegData/etudes/BRIE/2021/654213/EPRS_BRI(2021)654213_EN.pdf
Euronext Brussels,https://sseinitiative.org/wp-content/uploads/2022/05/Euronext-ESG-guide-2022.pdf
Botswana Stock Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/Botswana-BSE-2.pdf
Botswana Stock Exchange,https://www.bse.co.bw/wp-content/uploads/2021/02/BSE_Guidance-for-Listed-Companies-on-Reporting-ESG-Information-to-Invest....pdf
Botswana Stock Exchange,http://bse.co.bw/wp-content/uploads/2022/01/SADC-Green-Bond-Study-Workshop-Report.pdf
B3,https://sseinitiative.org/wp-content/uploads/2019/09/Brazil-BMFBovespa.pdf
B3,https://www.b3.com.br/data/files/1A/D7/91/AF/132F561060F89E56AC094EA8/Guia-para-empresas-listadas.pdf
B3,http://www.bmf.com.br/portal/pages/newsletter/bmfbovespa/Folheto_ESG_B3_Bi.pdf
TMX Group Inc.,https://sseinitiative.org//wp-content/uploads/2019/11/Canada-TMX.pdf
TMX Group Inc.,https://hausercenter.org/iri/wp-content/uploads/2011/08/CSR-Disclosure-Updates-4-18-14.pdf
TMX Group Inc.,https://www.osc.gov.on.ca/documents/en/Securities-Category5/csa_20101027_51-333_environmental-reporting.pdf
TMX Group Inc.,https://sseinitiative.org/wp-content/uploads/2021/03/UN-SSE-Gender-Equality-Policy-Brief.pdf
Bolsa de Comercio de Santiago,https://sseinitiative.org/wp-content/uploads/2019/11/Chile-Bolsa-de-Comercio-de-Santiago.pdf
Bolsa de Comercio de Santiago,https://cibe.bolsadesantiago.com/Documentos/Noticias/Avisos%20Generales/Memoria%20Bolsa%202022.pdf
Bolsa de Comercio de Santiago,https://cibe.bolsadesantiago.com/Documentos/Noticias/Avisos%20Generales/Memoria%20Bolsa%202021.pdf
Bolsa de Comercio de Santiago,https://cibe.bolsadesantiago.com/Documentos/Noticias/Avisos%20Generales/memoria%20bolsa%202020.pdf
Bolsa de Comercio de Santiago,https://cibe.bolsadesantiago.com/Documentos/Noticias/Avisos%20Generales/Memoria%20bolsa%202019.pdf
Bolsa de Comercio de Santiago,https://cibe.bolsadesantiago.com/Documentos/Noticias/Avisos%20Generales/Memoria%20Anual%202018.pdf
Bolsa de Comercio de Santiago,https://cibe.bolsadesantiago.com/Documentos/Noticias/Avisos%20Generales/Memoria%20BCS%202017.pdf
Bolsa de Comercio de Santiago,https://servicioscms.bolsadesantiago.com/Corporativo/Documentos/Relacionado/Guia%20de%20Reporte%20de%20Sostenibilidad%20Chile_GRI%20y%20Bolsa%20de%20Santiago.pdf
Bolsa de Comercio de Santiago,https://servicioscms.bolsadesantiago.com/noticias/SiteAssets/Paginas/Forms/EditForm/Gui%CC%81a%20Sostenibilidad%20de%20Emisores%20Bolsa%20de%20Santiago.pdf
Bolsa de Comercio de Santiago,https://sseinitiative.org/wp-content/uploads/2014/08/2017-Design-and-Construction-of-Sustainability-Reports-Santiago-Exchange.pdf
Bolsa de Comercio de Santiago,https://servicioscms.bolsadesantiago.com/Corporativo/Documentos/Relacionado/4%20-%20Gu%C3%ADa%20de%20Inversi%C3%B3n%20Responsable%20-%20Bolsa%20de%20Santiago%20(2017).pdf
Shanghai Stock Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/China-Shanghai-Stock-Exchange.pdf
Shanghai Stock Exchange,http://english.sse.com.cn/news/newsrelease/a/20230425/b4870f1189eb9b4ac8a639dab9142ac6.pdf
Shanghai Stock Exchange,http://www.sse.com.cn/aboutus/socialresponsibility/download/c/5702535.pdf
Shanghai Stock Exchange,http://www.sse.com.cn/services/greensecurities/report/c/5705112.pdf
Shanghai Stock Exchange,http://www.sse.com.cn/aboutus/socialresponsibility/download/c/5122392.pdf
Shanghai Stock Exchange,http://www.sse.com.cn/aboutus/socialresponsibility/download/c/4766349.pdf
Shanghai Stock Exchange,http://www.sse.com.cn/aboutus/socialresponsibility/download/c/4509994.pdf
Shenzhen Stock Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/China-Shenzhen-Stock-Exchange.pdf
Hong Kong Exchanges and Clearing Limited,https://sseinitiative.org/wp-content/uploads/2019/11/China-HKEX.pdf
Hong Kong Exchanges and Clearing Limited,https://www.hkex.com.hk/-/media/HKEX-Market/News/Market-Consultations/2016-Present/April-2023-Climate-related-Disclosures/Consultation-Paper/cp202304.pdf
Hong Kong Exchanges and Clearing Limited,https://www.hsi.com.hk/static/uploads/contents/en/news/pressRelease/20180810T000000.pdf
Hong Kong Exchanges and Clearing Limited,https://sseinitiative.org/wp-content/uploads/2022/05/HKEX-Disclaimer-for-the-Consolidated-Main-Board-Listing-Rules.pdf
Bolsa de Valores de Colombia,https://sseinitiative.org/wp-content/uploads/2019/11/Colombia-BVC.pdf
Bolsa Nacional de Valores,https://sseinitiative.org/wp-content/uploads/2019/11/Costa-Rica-BNV.pdf
Bolsa Nacional de Valores,https://www.bolsacr.com/sites/default/files/29/p_memoria_de_sostenibilidad_2018_bnv.pdf
Bolsa Nacional de Valores,https://bolsacr.com/sites/default/files/239/estandar_bonos_verdes_bnv.pdf
Nasdaq Copenhagen,https://sseinitiative.org/wp-content/uploads/2019/11/Denmark-Nasdaq-Copenhagen.pdf
Nasdaq Copenhagen,https://business.nasdaq.com/Docs/Nasdaq%20UNGC%20COP%202014%20RevFinal.pdf
Egyptian Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/Egypt-Egyptian-ExchangeEGXpdf.pdf
Nasdaq Tallinn,https://sseinitiative.org/wp-content/uploads/2019/11/Estonia-Nasdaq-Tallinn.pdf
Nasdaq Helsinki,https://sseinitiative.org/wp-content/uploads/2019/11/Finland-Nasdaq-Helsinki.pdf
Euronext Paris,https://sseinitiative.org/wp-content/uploads/2019/11/France-Euronext-Paris.pdf
Euronext Paris,https://www.diplomatie.gouv.fr/IMG/pdf/Mandatory_reporting_built_on_consensus_in_France.pdf
Euronext Paris,https://sseinitiative.org/wp-content/uploads/2022/05/Euronext-ESG-guide-2022.pdf
Deutsche Börse,https://sseinitiative.org/wp-content/uploads/2019/11/Germany-Deutsche-Boerse.pdf
Deutsche Börse,https://deutsche-boerse.com/dbg/dispatch/en/binary/gdb_content_pool/imported_files/public_files/10_downloads/33_going_being_public/10_products/Communicating_sustainibility.pdf
Deutsche Börse,https://www2.deloitte.com/content/dam/Deloitte/global/Documents/Risk/gx-risk-women-in-the-boardroom-sixth-edition.pdf
Deutsche Börse,https://www.dcgk.de/files/dcgk/usercontent/en/download/code/191216_German_Corporate_Governance_Code.pdf
Ghana Stock Exchange,https://sseinitiative.org/wp-content/uploads/2022/06/GSE-Sustainable-Stock-Exchanges-Questionnaire.pdf
Ghana Stock Exchange,https://gse.com.gh/wp-content/uploads/2022/11/GSE-ESG-DISCLOSURES-GUIDANCE-MANUAL-1-1.pdf
Athens Exchange Group,https://sseinitiative.org/wp-content/uploads/2019/11/Greece-Athens-Stock-Exchange-ATHEX-2.pdf
Athens Exchange Group,https://www.europarl.europa.eu/RegData/etudes/STUD/2021/700556/IPOL_STU(2021)700556_EN.pdf
Budapest Stock Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/Hungary-Budapest-Stock-Exchange.pdf
Budapest Stock Exchange,https://sseinitiative.org/wp-content/uploads/2021/04/ESG-Reporting-Guide_final_ENG.pdf
Nasdaq Iceland,https://sseinitiative.org/wp-content/uploads/2019/11/Iceland-Nadaq-Iceland.pdf
Bombay Stock Exchange,https://sseinitiative.org/wp-content/uploads/2019/10/India-BSE.pdf
Bombay Stock Exchange,https://www.bseindia.com/downloads1/BSE_Annual_Report_2017_18.pdf
Bombay Stock Exchange,https://www.bseindia.com/downloads1/BSEs_Guidance_doc_on_ESG.pdf
National Stock Exchange of India,https://sseinitiative.org/wp-content/uploads/2019/11/India-National-Stock-Exchange-of-India-NSE.pdf
National Stock Exchange of India,https://static.nseindia.com//s3fs-public/inline-files/NSE%20Annual%20Report%202022-23_0.pdf
National Stock Exchange of India,https://sseinitiative.org/wp-content/uploads/2016/03/SEBI-format-for-Business-Responsibility-Report-2015.pdf
National Stock Exchange of India,https://static.nseindia.com/s3fs-public/inline-files/ESG%2050%20Companies%20NSE%2011Jul2020.pdf
National Stock Exchange of India,https://static.nseindia.com//s3fs-public/inline-files/Emerge%20Brochure.pdf
Indonesia Stock Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/Indonesia-IDX.pdf
Indonesia Stock Exchange,https://www.ojk.go.id/id/regulasi/Documents/Pages/Bentuk-dan-Isi-Laporan-Tahunan--Emiten-atau-Perusahaan-Publik/SEOJK%20-%2016%20-%202021.pdf
Indonesia Stock Exchange,https://www.idx.co.id/media/7503/i-v_kep-00059_bei_07-2019.pdf
Euronext Dublin,https://sseinitiative.org//wp-content/uploads/2019/11/Ireland-Euronext-Dublin.pdf
Euronext Dublin,https://www.europarl.europa.eu/RegData/etudes/BRIE/2021/654213/EPRS_BRI(2021)654213_EN.pdf
Euronext Dublin,https://sseinitiative.org/wp-content/uploads/2022/05/Euronext-ESG-guide-2022.pdf
Borsa Italiana (Euronext),https://sseinitiative.org//wp-content/uploads/2019/11/Italy-BorsaItaliana.pdf
Borsa Italiana (Euronext),https://www.europarl.europa.eu/RegData/etudes/BRIE/2021/654213/EPRS_BRI(2021)654213_EN.pdf
Borsa Italiana (Euronext),https://sseinitiative.org/wp-content/uploads/2022/05/Euronext-ESG-guide-2022.pdf
Borsa Italiana (Euronext),https://www.borsaitaliana.it/azioni/mercati/mercati-landingpage/slidedoc.en.pdf
Japan Exchange Group,https://sseinitiative.org/wp-content/uploads/Japan-JPX.pdf
Japan Exchange Group,https://sseinitiative.org/wp-content/uploads/Japan-JPX.pdf
Japan Exchange Group,https://www.jpx.co.jp/english/corporate/investor-relations/ir-library/integrated-report/tvdivq0000008t9q-att/JPXReport2021_A4.pdf
Japan Exchange Group,https://www.jpx.co.jp/english/corporate/investor-relations/ir-library/integrated-report/tvdivq0000008t9q-att/JPXReport2020.pdf
Japan Exchange Group,https://www.jpx.co.jp/english/corporate/investor-relations/ir-library/integrated-report/tvdivq0000008t9q-att/JPXReport2019.pdf
Japan Exchange Group,https://www.jpx.co.jp/english/corporate/investor-relations/ir-library/integrated-report/tvdivq0000008t9q-att/JPXReport2018_English.pdf
Japan Exchange Group,https://www.jpx.co.jp/english/corporate/investor-relations/ir-library/integrated-report/tvdivq0000008t9q-att/JPXReport2017_English.pdf
Japan Exchange Group,https://www.jpx.co.jp/english/corporate/investor-relations/ir-library/integrated-report/tvdivq0000008t9q-att/JPXreport2016e_all.pdf
Japan Exchange Group,https://www.env.go.jp/en/policy/economy/erg2007.pdf
Japan Exchange Group,https://www.jpx.co.jp/corporate/sustainability/esg-investment/handbook/nlsgeu000004n8p1-att/handbook.pdf
Japan Exchange Group,https://www.jpx.co.jp/english/corporate/news/news-releases/0060/b5b4pj000002wxpa-att/SSE_Initiatives_j.pdf
Japan Exchange Group,https://www.jpx.co.jp/english/corporate/sustainability/esgknowledgehub/p1j4l40000000thn-att/p1j4l40000000tlh.pdf
Amman Stock Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/Jordan-Amman-Stock-Exchange.pdf
Amman Stock Exchange,https://www.exchange.jo/sites/default/files/2021-11/Annual%20Report%202020.pdf
Amman Stock Exchange,https://www.exchange.jo/sites/default/files/2022-10/Annual%20report%202021.pdf
Amman Stock Exchange,https://ase.com.jo/sites/default/files/2022-10/Guidance%20on%20Sustainability%20Reporting.pdf
Amman Stock Exchange,https://www.exchange.jo/sites/default/files/2018-11/Sustainability%201_9.pdf
Amman Stock Exchange,https://www.exchange.jo/sites/default/files/2018-11/Sustainability%202_1.pdf
Kazakhstan Stock Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/Kazakhstan-KASE.pdf
Kazakhstan Stock Exchange,https://kase.kz/files/normative_base/rules_emitent_eng.pdf
Kazakhstan Stock Exchange,https://kase.kz/files/normative_base/met_ekolog_soc_eng.pdf
Nairobi Securities Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/Kenya-Nairobi-Securities-Exchange.pdf
Nairobi Securities Exchange,https://www.nse.co.ke/wp-content/uploads/NSE-Annual-Report-2022-Integrated-Report.pdf
Nairobi Securities Exchange,https://sseinitiative.org/wp-content/uploads/2021/12/NSE-ESG-Disclosures-Guidance.pdf
Nairobi Securities Exchange,https://sseinitiative.org/wp-content/uploads/2021/12/NSE-ESG-Disclosures-Guidance.pdf
Nairobi Securities Exchange,https://www.nse.co.ke/digitalacademy/wp-content/uploads/sites/4/2023/01/2023-Training-Calendar-Final.pdf
Nairobi Securities Exchange,https://www.nse.co.ke/wp-content/uploads/gbpk-background-document-2.pdf
Boursa Kuwait,https://sseinitiative.org//wp-content/uploads/2019/11/Kuwait-Boursa-Kuwait.pdf
Boursa Kuwait,https://www.boursakuwait.com.kw/api/documents/boursa/1681627414107.pdf
Boursa Kuwait,https://www.boursakuwait.com.kw/api/documents/boursa/1649054880123.pdf
Boursa Kuwait,https://www.boursakuwait.com.kw/api/documents/boursa/1630909195602.pdf
Boursa Kuwait,https://cis.boursakuwait.com.kw/Portal/BoursaReports/BKSustainability2017.pdf
Boursa Kuwait,https://cis.boursakuwait.com.kw/Portal/BoursaReports/BKSustainabilityE.pdf
Boursa Kuwait,https://cis.boursakuwait.com.kw/Portal/BoursaReports/BKSustainabilityE.pdf
Nasdaq Riga,https://sseinitiative.org//wp-content/uploads/2019/11/Latvia-Nasdaq-Riga.pdf
Nasdaq Riga,https://business.nasdaq.com/media/2017%20Nasdaq%20Sustainability%20Report%20Digital%20ver%202_tcm5044-50886.pdf
Nasdaq Riga,https://files.shareholder.com/downloads/NDAQ/6080571804x0x935088/840666D1-613E-4C65-BBC3-F04DC78ABDC3/2017_proxy.pdf
Nasdaq Riga,https://business.nasdaq.com/Docs/Nasdaq%20UNGC%20COP%202014%20RevFinal.pdf
Nasdaq Vilnius,https://sseinitiative.org//wp-content/uploads/2019/11/Lithuania-Nasdaq-Vilnius.pdf
Nasdaq Vilnius,https://business.nasdaq.com/media/2017%20Nasdaq%20Sustainability%20Report%20Digital%20ver%202_tcm5044-50886.pdf
Nasdaq Vilnius,https://files.shareholder.com/downloads/NDAQ/6080571804x0x935088/840666D1-613E-4C65-BBC3-F04DC78ABDC3/2017_proxy.pdf
Nasdaq Vilnius,https://business.nasdaq.com/Docs/Nasdaq%20UNGC%20COP%202014%20RevFinal.pdf
Bursa Malaysia,https://sseinitiative.org/wp-content/uploads/2019/11/Malaysia-BursaMalaysia.pdf
Bursa Malaysia,https://www.bursamalaysia.com/sites/5d809dcf39fba22790cad230/assets/640ad76039fba203314fc5a2/Bursa_SR22_Hi_Res_.pdf
Bolsa Mexicana de Valores,https://sseinitiative.org/wp-content/uploads/2019/10/Mexico-BVM.pdf
Bolsa Mexicana de Valores,https://www.bmv.com.mx/docs-pub/SERVICIOS_EMISORAS/3q2wk7r8jj6746k46q1n.pdf
Bolsa Mexicana de Valores,https://sseinitiative.org/wp-content/uploads/2016/04/Codigo_de_Mejores_Practicas_Corporativas_CCE_2010-1.pdf
Bolsa Mexicana de Valores,https://www.bmv.com.mx/docs-pub/MI_EMPRESA_EN_BOLSA/CTEN_MINGE/GREEN_BONDS_PRIN_MX2.pdf
Bourse de Casablanca,https://sseinitiative.org/wp-content/uploads/2019/11/Morocco-CasablancaExchange.pdf
Bourse de Casablanca,https://www.ammc.ma/sites/default/files/Circulaire%20AMMC%20n%C2%B0%2003-19%20_op%C3%A9rations_%20et%20_informations_%20financi%C3%A8res.pdf
Bourse de Casablanca,https://www.casablanca-bourse.com/BourseWeb/UserFiles/File/2017/Mai/Guide%20RSEESGVersion%20soumise%20consultation.pdf
Bourse de Casablanca,https://www.casablanca-bourse.com/BourseWeb/UserFiles/File/rapports_annuels/2016/Rapport_Annue_%20UK_2016_site.pdf
Euronext Amsterdam,https://sseinitiative.org/wp-content/uploads/2019/11/Netherlands-Euronext-Amsterdam.pdf
Euronext Amsterdam,https://www.europarl.europa.eu/RegData/etudes/BRIE/2021/654213/EPRS_BRI(2021)654213_EN.pdf
Euronext Amsterdam,https://sseinitiative.org/wp-content/uploads/2022/05/Euronext-ESG-guide-2022.pdf
New Zealand Stock Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/New-Zealand-NZX.pdf
New Zealand Stock Exchange,https://s3-ap-southeast-2.amazonaws.com/nzx-prod-c84t3un4/comfy/cms/files/files/000/003/239/original/FINAL_NZX_Annual_Report_2017.pdf
New Zealand Stock Exchange,https://s3-ap-southeast-2.amazonaws.com/nzx-prod-c84t3un4/comfy/cms/files/files/000/002/924/original/NZX_ESG_Guidance_Note_-_11_December_2017_%28final_for_publication%29.pdf
